team,team_id,year,conference,games_played,expected_wins,wins,losses,home_wins,home_losses,away_wins,away_losses
Bowling Green,189,2018,Mid-American,12,2.8,3,9,1,5,2,4
Buffalo,2084,2018,Mid-American,14,10.9,10,4,5,1,5,1
BYU,252,2018,FBS Independents,13,8.3,7,6,3,3,3,3
California,25,2018,Pac-12,13,6.3,7,6,4,3,3,2
Central Michigan,2117,2018,Mid-American,12,1.8,1,11,1,5,0,6
Charlotte,2429,2018,Conference USA,12,5.7,5,7,4,2,1,5
Cincinnati,2132,2018,American Athletic,13,10.3,11,2,6,0,4,2
Clemson,228,2018,ACC,15,13.9,15,0,7,0,5,0
Coastal Carolina,324,2018,Sun Belt,12,4.7,5,7,1,4,4,3
Colorado,38,2018,Pac-12,12,5.3,5,7,3,3,1,4
Colorado State,36,2018,Mountain West,12,3.1,3,9,2,4,1,4
Connecticut,41,2018,American Athletic,12,1.1,1,11,1,5,0,6
Duke,150,2018,ACC,13,7.4,8,5,3,3,4,2
East Carolina,151,2018,American Athletic,12,4.7,3,9,3,4,0,5
Eastern Michigan,2199,2018,Mid-American,13,7.8,7,6,4,2,3,3
Florida,57,2018,SEC,13,9.6,10,3,5,2,4,0
Florida Atlantic,2226,2018,Conference USA,12,6.0,5,7,4,2,1,5
Florida International,2229,2018,Conference USA,13,9.4,9,4,4,3,4,1
Florida State,52,2018,ACC,12,4.0,5,7,4,3,1,4
Fresno State,278,2018,Mountain West,14,11.9,12,2,6,0,5,2
Georgia,61,2018,SEC,14,11.6,11,3,7,0,3,1
Georgia Southern,290,2018,Sun Belt,13,8.4,10,3,5,1,4,2
Georgia State,2247,2018,Sun Belt,12,2.3,2,10,2,4,0,6
Georgia Tech,59,2018,ACC,13,6.8,7,6,4,2,3,3
Hawai'i,62,2018,Mountain West,14,7.4,8,6,5,2,3,3
Houston,248,2018,American Athletic,13,7.9,8,5,5,1,3,3
Illinois,356,2018,Big Ten,12,4.1,4,8,3,3,1,4
Indiana,84,2018,Big Ten,12,5.0,5,7,3,4,2,3
Iowa,2294,2018,Big Ten,13,8.6,9,4,5,2,3,2
Iowa State,66,2018,Big 12,13,8.4,8,5,6,1,2,3
Kansas,2305,2018,Big 12,12,2.8,3,9,2,4,1,5
Kansas State,2306,2018,Big 12,12,5.6,5,7,5,2,0,5
Kent State,2309,2018,Mid-American,12,3.3,2,10,1,4,1,6
Kentucky,96,2018,SEC,13,7.6,9,4,6,1,2,3
Liberty,2335,2018,FBS Independents,12,5.0,6,6,5,1,1,5
Louisiana,309,2018,Sun Belt,14,5.5,7,7,5,1,2,5
Louisiana Monroe,2433,2018,Sun Belt,12,5.9,6,6,3,2,3,4
Louisiana Tech,2348,2018,Conference USA,13,7.0,8,5,3,2,4,3
Louisville,97,2018,ACC,12,2.2,2,10,2,5,0,4
LSU,99,2018,SEC,13,9.8,10,3,6,1,2,2
Marshall,276,2018,Conference USA,13,8.5,9,4,4,2,5,2
Maryland,120,2018,Big Ten,12,6.0,5,7,3,3,1,4
Memphis,235,2018,American Athletic,14,9.1,8,6,6,1,2,4
Miami,2390,2018,ACC,13,8.2,7,6,5,1,2,3
Miami (OH),193,2018,Mid-American,12,6.1,6,6,3,3,3,3
Michigan,130,2018,Big Ten,13,9.6,10,3,7,0,3,2
Michigan State,127,2018,Big Ten,13,7.2,7,6,4,3,3,2
Middle Tennessee,2393,2018,Conference USA,14,6.8,8,6,5,1,3,4
Minnesota,135,2018,Big Ten,13,7.1,7,6,5,2,1,4
Mississippi State,344,2018,SEC,13,8.7,8,5,6,1,2,3
Missouri,142,2018,SEC,13,9.7,9,4,6,1,3,2
Navy,2426,2018,American Athletic,13,4.1,3,10,3,2,0,6
NC State,152,2018,ACC,13,8.7,9,4,6,1,3,2
Nebraska,158,2018,Big Ten,12,6.8,4,8,4,3,0,5
Nevada,2440,2018,Mountain West,13,6.5,8,5,4,2,3,3
New Mexico,167,2018,Mountain West,12,3.8,3,9,1,5,2,4
New Mexico State,166,2018,FBS Independents,12,2.3,3,9,2,3,1,6
North Carolina,153,2018,ACC,11,3.6,2,9,2,3,0,6
Northern Illinois,2459,2018,Mid-American,14,6.5,8,6,3,2,4,3
North Texas,249,2018,Conference USA,13,9.2,9,4,5,1,4,2
Northwestern,77,2018,Big Ten,14,8.3,9,5,3,4,5,0
Notre Dame,87,2018,FBS Independents,13,10.5,12,1,6,0,4,0
Ohio,195,2018,Mid-American,13,8.7,9,4,6,0,2,4
Ohio State,194,2018,Big Ten,14,10.3,13,1,7,0,3,1
Oklahoma,201,2018,Big 12,14,11.5,12,2,7,0,4,0
Oklahoma State,197,2018,Big 12,13,8.5,7,6,5,2,1,4
Old Dominion,295,2018,Conference USA,12,4.4,4,8,3,3,1,5
Ole Miss,145,2018,SEC,12,6.5,5,7,3,4,1,3
Oregon,2483,2018,Pac-12,13,7.5,9,4,6,1,2,3
Oregon State,204,2018,Pac-12,12,2.7,2,10,1,5,1,5
Penn State,213,2018,Big Ten,13,10.6,9,4,5,2,4,1
Pittsburgh,221,2018,ACC,14,6.4,7,7,5,1,2,4
Purdue,2509,2018,Big Ten,13,6.8,6,7,3,4,3,2
Rice,242,2018,Conference USA,13,1.4,2,11,2,4,0,7
Rutgers,164,2018,Big Ten,12,1.2,1,11,1,6,0,5
San Diego State,21,2018,Mountain West,13,7.1,7,6,5,2,2,3
San José State,23,2018,Mountain West,12,1.7,1,11,1,4,0,6
SMU,2567,2018,American Athletic,12,3.7,5,7,3,3,2,4
South Alabama,6,2018,Sun Belt,12,2.9,3,9,3,3,0,6
South Carolina,2579,2018,SEC,13,5.6,7,6,5,2,2,3
Southern Mississippi,2572,2018,Conference USA,11,5.6,6,5,5,1,1,4
South Florida,58,2018,American Athletic,13,5.3,7,6,4,3,2,3
Stanford,24,2018,Pac-12,13,7.4,9,4,4,2,4,2
Syracuse,183,2018,ACC,13,10.5,10,3,6,0,3,2
TCU,2628,2018,Big 12,13,5.6,7,6,4,2,2,3
Temple,218,2018,American Athletic,13,7.2,8,5,4,2,4,2
Tennessee,2633,2018,SEC,12,4.4,5,7,4,3,1,3
Texas,251,2018,Big 12,14,9.3,10,4,5,1,3,1
Texas A&M,245,2018,SEC,13,9.2,9,4,6,1,1,3
Texas State,326,2018,Sun Belt,12,5.0,3,9,2,4,1,5
Texas Tech,2641,2018,Big 12,12,4.8,5,7,3,3,2,2
Toledo,2649,2018,Mid-American,13,7.0,7,6,5,2,2,3
Troy,2653,2018,Sun Belt,13,8.6,10,3,5,1,4,2
Tulane,2655,2018,American Athletic,13,7.4,7,6,4,2,2,4
Tulsa,202,2018,American Athletic,12,3.6,3,9,3,3,0,6
UAB,5,2018,Conference USA,14,10.3,11,3,5,0,4,3
UCF,2116,2018,American Athletic,13,10.8,12,1,8,0,4,0
UCLA,26,2018,Pac-12,12,4.0,3,9,2,5,1,4
UMass,113,2018,FBS Independents,12,4.5,4,8,3,3,1,5
UNLV,2439,2018,Mountain West,12,3.7,4,8,3,3,1,5
USC,30,2018,Pac-12,12,6.4,5,7,3,3,2,4
Utah,254,2018,Pac-12,14,9.2,9,5,5,1,4,2
Utah State,328,2018,Mountain West,13,10.1,11,2,6,0,4,2
UTEP,2638,2018,Conference USA,12,2.6,1,11,0,6,1,5
UT San Antonio,2636,2018,Conference USA,12,2.6,3,9,2,4,1,5
Vanderbilt,238,2018,SEC,13,5.6,6,7,5,2,1,4
Virginia,258,2018,ACC,13,9.4,8,5,6,1,1,4
Virginia Tech,259,2018,ACC,13,4.6,6,7,3,4,3,2
Wake Forest,154,2018,ACC,13,6.6,7,6,2,5,4,1
Washington,264,2018,Pac-12,14,11.2,10,4,6,0,3,2
Washington State,265,2018,Pac-12,13,9.9,11,2,6,1,4,1
Western Kentucky,98,2018,Conference USA,12,4.2,3,9,1,4,2,5
Western Michigan,2711,2018,Mid-American,13,7.5,7,6,3,3,4,2
West Virginia,277,2018,Big 12,12,7.4,8,4,5,1,2,2
Wisconsin,275,2018,Big Ten,13,8.1,8,5,5,2,2,3
Wyoming,2751,2018,Mountain West,12,6.2,6,6,3,3,3,3
Air Force,2005,2019,Mountain West,13,10.9,11,2,6,0,4,2
Akron,2006,2019,Mid-American,12,1.4,0,12,0,6,0,6
Alabama,333,2019,SEC,13,11.4,11,2,6,1,3,1
Appalachian State,2026,2019,Sun Belt,14,10.6,13,1,6,1,6,0
Arizona,12,2019,Pac-12,12,4.0,4,8,3,3,1,5
Arizona State,9,2019,Pac-12,13,5.1,8,5,5,2,2,3
Arkansas,8,2019,SEC,12,2.3,2,10,2,5,0,4
Arkansas State,2032,2019,Sun Belt,13,6.7,8,5,4,2,3,3
Army,349,2019,FBS Independents,13,6.2,5,8,4,2,1,5
Auburn,2,2019,SEC,13,9.2,9,4,6,1,2,2
Ball State,2050,2019,Mid-American,12,5.1,5,7,3,3,2,3
Baylor,239,2019,Big 12,14,9.9,11,3,6,1,5,0
Boise State,68,2019,Mountain West,14,10.1,12,2,7,0,5,1
Boston College,103,2019,ACC,13,6.7,6,7,3,3,3,3
Bowling Green,189,2019,Mid-American,12,2.8,3,9,3,3,0,6
Buffalo,2084,2019,Mid-American,13,9.4,8,5,5,1,2,4
BYU,252,2019,FBS Independents,13,5.8,7,6,4,2,3,3
California,25,2019,Pac-12,13,7.8,8,5,3,3,4,2
Central Michigan,2117,2019,Mid-American,14,8.1,8,6,6,0,2,4
Charlotte,2429,2019,Conference USA,13,7.5,7,6,5,1,2,4
Cincinnati,2132,2019,American Athletic,14,9.1,11,3,6,0,4,3
Clemson,228,2019,ACC,15,12.8,14,1,7,0,5,0
Coastal Carolina,324,2019,Sun Belt,12,5.2,5,7,3,3,2,4
Colorado,38,2019,Pac-12,12,4.7,5,7,3,3,1,4
Colorado State,36,2019,Mountain West,12,5.3,4,8,2,4,2,3
Connecticut,41,2019,American Athletic,12,2.7,2,10,1,5,1,5
Duke,150,2019,ACC,12,5.1,5,7,3,3,2,3
East Carolina,151,2019,American Athletic,12,3.5,4,8,2,4,2,4
Eastern Michigan,2199,2019,Mid-American,13,6.0,6,7,2,3,4,3
Florida,57,2019,SEC,13,10.8,11,2,6,0,3,1
Florida Atlantic,2226,2019,Conference USA,14,11.2,11,3,6,2,5,1
Florida International,2229,2019,Conference USA,13,7.7,6,7,6,1,0,5
Florida State,52,2019,ACC,13,7.0,6,7,5,2,1,4
Fresno State,278,2019,Mountain West,12,6.4,4,8,2,4,2,4
Georgia,61,2019,SEC,14,11.5,12,2,6,1,4,0
Georgia Southern,290,2019,Sun Belt,13,6.0,7,6,5,1,2,4
Georgia State,2247,2019,Sun Belt,13,6.4,7,6,5,1,2,4
Georgia Tech,59,2019,ACC,12,2.0,3,9,2,5,1,4
Hawai'i,62,2019,Mountain West,15,8.2,10,5,6,2,3,3
Houston,248,2019,American Athletic,12,3.4,4,8,1,4,3,3
Illinois,356,2019,Big Ten,13,5.4,6,7,3,4,3,2
Indiana,84,2019,Big Ten,13,8.1,8,5,4,2,3,2
Iowa,2294,2019,Big Ten,13,7.7,10,3,6,1,3,2
Iowa State,66,2019,Big 12,13,9.4,7,6,5,2,2,3
Kansas,2305,2019,Big 12,12,3.9,3,9,2,5,1,4
Kansas State,2306,2019,Big 12,13,6.4,8,5,5,2,3,2
Kent State,2309,2019,Mid-American,13,5.5,7,6,4,1,2,5
Kentucky,96,2019,SEC,13,8.1,8,5,6,2,1,3
Liberty,2335,2019,FBS Independents,13,8.3,8,5,5,1,2,4
Louisiana,309,2019,Sun Belt,14,10.8,11,3,5,1,5,1
Louisiana Monroe,2433,2019,Sun Belt,12,5.7,5,7,4,2,1,5
Louisiana Tech,2348,2019,Conference USA,13,8.4,10,3,6,0,3,3
Louisville,97,2019,ACC,13,7.1,8,5,4,2,2,3
LSU,99,2019,SEC,15,14.6,15,0,7,0,5,0
Marshall,276,2019,Conference USA,13,6.3,8,5,6,1,2,3
Maryland,120,2019,Big Ten,12,3.3,3,9,2,4,1,5
Memphis,235,2019,American Athletic,14,9.8,12,2,7,0,5,1
Miami,2390,2019,ACC,13,7.9,6,7,4,2,2,3
Miami (OH),193,2019,Mid-American,14,5.8,8,6,5,0,2,5
Michigan,130,2019,Big Ten,13,9.2,9,4,6,1,3,2
Michigan State,127,2019,Big Ten,13,8.3,7,6,4,3,2,3
Middle Tennessee,2393,2019,Conference USA,12,5.4,4,8,4,2,0,6
Minnesota,135,2019,Big Ten,13,10.2,11,2,6,1,4,1
Mississippi State,344,2019,SEC,13,6.3,6,7,4,3,1,3
Missouri,142,2019,SEC,12,7.1,6,6,5,2,1,4
Navy,2426,2019,American Athletic,13,11.1,11,2,6,0,3,2
NC State,152,2019,ACC,12,4.2,4,8,4,3,0,5
Nebraska,158,2019,Big Ten,12,6.2,5,7,3,4,2,3
Nevada,2440,2019,Mountain West,13,6.3,7,6,4,2,3,3
New Mexico,167,2019,Mountain West,12,1.9,2,10,2,4,0,6
New Mexico State,166,2019,FBS Independents,12,3.1,2,10,2,3,0,7
North Carolina,153,2019,ACC,13,8.2,7,6,3,3,2,3
Northern Illinois,2459,2019,Mid-American,12,5.5,5,7,3,2,2,5
North Texas,249,2019,Conference USA,12,4.0,4,8,4,2,0,6
Northwestern,77,2019,Big Ten,12,4.7,3,9,2,5,1,4
Notre Dame,87,2019,FBS Independents,13,9.8,11,2,7,0,3,2
Ohio,195,2019,Mid-American,13,7.7,7,6,2,4,4,2
Ohio State,194,2019,Big Ten,14,13.3,13,1,7,0,5,0
Oklahoma,201,2019,Big 12,14,11.5,12,2,6,0,4,1
Oklahoma State,197,2019,Big 12,13,6.2,8,5,4,2,4,2
Old Dominion,295,2019,Conference USA,12,2.2,1,11,1,5,0,6
Ole Miss,145,2019,SEC,12,5.1,4,8,4,3,0,5
Oregon,2483,2019,Pac-12,14,11.3,12,2,7,0,3,1
Oregon State,204,2019,Pac-12,12,5.4,5,7,2,4,3,3
Penn State,213,2019,Big Ten,13,9.9,11,2,7,0,3,2
Pittsburgh,221,2019,ACC,13,7.3,8,5,4,3,3,2
Purdue,2509,2019,Big Ten,12,4.4,4,8,3,4,1,4
Rice,242,2019,Conference USA,12,4.0,3,9,1,5,2,3
Rutgers,164,2019,Big Ten,12,1.7,2,10,2,5,0,5
San Diego State,21,2019,Mountain West,13,8.6,10,3,4,2,5,1
San José State,23,2019,Mountain West,12,5.3,5,7,3,3,2,4
SMU,2567,2019,American Athletic,13,8.7,10,3,6,0,4,3
South Alabama,6,2019,Sun Belt,12,2.9,2,10,2,4,0,6
South Carolina,2579,2019,SEC,12,4.3,4,8,3,4,1,3
Southern Mississippi,2572,2019,Conference USA,13,6.7,7,6,4,1,3,4
South Florida,58,2019,American Athletic,12,5.1,4,8,2,5,2,3
Stanford,24,2019,Pac-12,12,4.2,4,8,3,4,1,4
Syracuse,183,2019,ACC,12,4.4,5,7,3,3,2,4
TCU,2628,2019,Big 12,12,6.6,5,7,3,3,2,4
Temple,218,2019,American Athletic,13,8.1,8,5,6,1,2,3
Tennessee,2633,2019,SEC,13,7.6,8,5,5,3,2,2
Texas,251,2019,Big 12,13,7.7,8,5,5,1,1,3
Texas A&M,245,2019,SEC,13,8.0,8,5,5,2,1,3
Texas State,326,2019,Sun Belt,12,2.8,3,9,3,3,0,6
Texas Tech,2641,2019,Big 12,12,6.5,4,8,3,3,1,5
Toledo,2649,2019,Mid-American,12,5.8,6,6,5,1,1,5
Troy,2653,2019,Sun Belt,12,6.5,5,7,3,3,2,4
Tulane,2655,2019,American Athletic,13,7.3,7,6,5,1,1,5
Tulsa,202,2019,American Athletic,12,6.0,4,8,2,4,2,4
UAB,5,2019,Conference USA,14,9.1,9,5,6,0,3,4
UCF,2116,2019,American Athletic,13,9.6,10,3,6,0,3,3
UCLA,26,2019,Pac-12,12,3.6,4,8,2,4,2,4
UMass,113,2019,FBS Independents,12,1.0,1,11,1,5,0,6
UNLV,2439,2019,Mountain West,12,4.8,4,8,2,4,2,4
USC,30,2019,Pac-12,13,7.8,8,5,5,1,3,3
Utah,254,2019,Pac-12,14,11.2,11,3,7,0,4,1
Utah State,328,2019,Mountain West,13,5.7,7,6,4,2,3,3
UTEP,2638,2019,Conference USA,12,1.7,1,11,1,5,0,6
UT San Antonio,2636,2019,Conference USA,12,3.6,4,8,2,4,2,4
Vanderbilt,238,2019,SEC,12,2.5,3,9,3,4,0,5
Virginia,258,2019,ACC,14,8.4,9,5,7,0,2,3
Virginia Tech,259,2019,ACC,13,8.6,8,5,6,1,2,3
Wake Forest,154,2019,ACC,13,8.4,8,5,6,1,2,3
Washington,264,2019,Pac-12,13,8.0,8,5,4,3,3,2
Washington State,265,2019,Pac-12,13,8.0,6,7,5,1,0,5
Western Kentucky,98,2019,Conference USA,13,8.4,9,4,4,2,4,1
Western Michigan,2711,2019,Mid-American,13,6.6,7,6,6,0,1,5
West Virginia,277,2019,Big 12,12,3.8,5,7,2,4,3,3
Wisconsin,275,2019,Big Ten,14,11.1,10,4,7,0,3,2
Wyoming,2751,2019,Mountain West,13,7.2,8,5,6,0,1,5
Air Force,2005,2020,Mountain West,6,4.7,3,3,2,1,1,2
Akron,2006,2020,Mid-American,6,1.8,1,5,1,2,0,3
Alabama,333,2020,SEC,13,12.6,13,0,5,0,5,0
Appalachian State,2026,2020,Sun Belt,12,8.7,9,3,5,1,3,2
Arizona,12,2020,Pac-12,5,0.5,0,5,0,3,0,2
Arizona State,9,2020,Pac-12,4,2.7,2,2,0,1,2,1
Arkansas,8,2020,SEC,10,5.9,3,7,2,3,1,4
Arkansas State,2032,2020,Sun Belt,11,4.7,4,7,3,2,1,5
Army,349,2020,FBS Independents,12,9.2,9,3,7,0,1,2
Auburn,2,2020,SEC,11,4.7,6,5,4,1,2,3
Ball State,2050,2020,Mid-American,8,4.6,7,1,3,0,2,1
Baylor,239,2020,Big 12,9,2.5,2,7,2,2,0,5
Boise State,68,2020,Mountain West,7,4.7,5,2,2,1,3,0
Boston College,103,2020,ACC,11,4.3,6,5,4,2,2,3
Bowling Green,189,2020,Mid-American,5,0.0,0,5,0,2,0,3
Buffalo,2084,2020,Mid-American,7,6.1,6,1,3,0,2,0
BYU,252,2020,FBS Independents,12,10.3,11,1,7,0,3,1
California,25,2020,Pac-12,4,1.1,1,3,1,1,0,2
Central Michigan,2117,2020,Mid-American,6,2.7,3,3,1,2,2,1
Charlotte,2429,2020,Conference USA,6,2.2,2,4,1,1,1,3
Cincinnati,2132,2020,American Athletic,10,9.0,9,1,7,0,2,0
Clemson,228,2020,ACC,12,9.1,10,2,6,0,3,1
Coastal Carolina,324,2020,Sun Belt,12,10.9,11,1,6,0,5,0
Colorado,38,2020,Pac-12,6,4.1,4,2,2,1,2,0
Colorado State,36,2020,Mountain West,4,0.9,1,3,1,0,0,3
Duke,150,2020,ACC,11,2.2,2,9,1,4,1,5
East Carolina,151,2020,American Athletic,9,2.9,3,6,1,3,2,3
Eastern Michigan,2199,2020,Mid-American,6,2.5,2,4,1,2,1,2
Florida,57,2020,SEC,12,8.0,8,4,4,1,3,1
Florida Atlantic,2226,2020,Conference USA,9,3.6,5,4,4,0,1,3
Florida International,2229,2020,Conference USA,5,0.9,0,5,0,3,0,2
Florida State,52,2020,ACC,9,3.2,3,6,3,2,0,4
Fresno State,278,2020,Mountain West,6,3.4,3,3,1,1,2,2
Georgia,61,2020,SEC,10,7.5,8,2,3,0,4,1
Georgia Southern,290,2020,Sun Belt,13,10.0,8,5,6,1,1,4
Georgia State,2247,2020,Sun Belt,10,6.1,6,4,3,2,2,2
Georgia Tech,59,2020,ACC,10,4.2,3,7,2,4,1,3
Hawai'i,62,2020,Mountain West,9,4.1,5,4,3,1,1,3
Houston,248,2020,American Athletic,8,3.4,3,5,2,2,1,2
Illinois,356,2020,Big Ten,8,2.3,2,6,0,3,2,3
Indiana,84,2020,Big Ten,8,4.4,6,2,3,0,3,1
Iowa,2294,2020,Big Ten,8,6.3,6,2,3,1,3,1
Iowa State,66,2020,Big 12,12,8.7,9,3,5,1,3,1
Kansas,2305,2020,Big 12,9,0.3,0,9,0,4,0,5
Kansas State,2306,2020,Big 12,10,5.0,4,6,2,3,2,3
Kent State,2309,2020,Mid-American,4,3.0,3,1,2,0,1,1
Kentucky,96,2020,SEC,11,5.7,5,6,3,2,1,4
Liberty,2335,2020,FBS Independents,11,8.1,10,1,6,0,3,1
Louisiana,309,2020,Sun Belt,11,7.1,10,1,3,1,6,0
Louisiana Monroe,2433,2020,Sun Belt,10,0.1,0,10,0,5,0,5
Louisiana Tech,2348,2020,Conference USA,10,2.8,5,5,3,1,2,3
Louisville,97,2020,ACC,11,5.5,4,7,4,2,0,5
LSU,99,2020,SEC,10,3.1,5,5,2,3,3,2
Marshall,276,2020,Conference USA,10,7.0,7,3,5,2,2,0
Maryland,120,2020,Big Ten,5,2.3,2,3,1,1,1,2
Memphis,235,2020,American Athletic,11,5.3,8,3,6,0,1,3
Miami,2390,2020,ACC,11,6.8,8,3,4,1,4,1
Miami (OH),193,2020,Mid-American,3,1.0,2,1,1,0,1,1
Michigan,130,2020,Big Ten,6,2.2,2,4,0,3,2,1
Michigan State,127,2020,Big Ten,7,2.6,2,5,1,3,1,2
Middle Tennessee,2393,2020,Conference USA,9,3.5,3,6,0,3,3,3
Minnesota,135,2020,Big Ten,7,3.3,3,4,1,2,2,2
Mississippi State,344,2020,SEC,11,2.5,4,7,2,3,1,4
Missouri,142,2020,SEC,10,3.9,5,5,3,2,2,3
Navy,2426,2020,American Athletic,10,4.7,3,7,1,4,2,2
NC State,152,2020,ACC,12,6.2,8,4,5,1,3,2
Nebraska,158,2020,Big Ten,8,3.5,3,5,1,2,2,3
Nevada,2440,2020,Mountain West,9,5.0,7,2,4,0,2,2
New Mexico,167,2020,Mountain West,7,2.3,2,5,2,2,0,3
New Mexico State,166,2020,FBS Independents,2,0.0,1,1,0,0,0,0
North Carolina,153,2020,ACC,12,8.6,8,4,5,1,3,2
Northern Illinois,2459,2020,Mid-American,6,0.7,0,6,0,3,0,3
North Texas,249,2020,Conference USA,10,4.2,4,6,2,4,2,1
Northwestern,77,2020,Big Ten,9,6.1,7,2,4,0,2,1
Notre Dame,87,2020,FBS Independents,12,9.1,10,2,6,0,4,0
Ohio,195,2020,Mid-American,3,1.9,2,1,2,0,0,1
Ohio State,194,2020,Big Ten,8,6.9,7,1,3,0,2,0
Oklahoma,201,2020,Big 12,11,9.0,9,2,4,1,2,1
Oklahoma State,197,2020,Big 12,11,6.7,8,3,4,1,3,2
Ole Miss,145,2020,SEC,10,4.2,5,5,2,3,2,2
Oregon,2483,2020,Pac-12,7,5.0,4,3,2,0,2,2
Oregon State,204,2020,Pac-12,7,2.1,2,5,2,3,0,2
Penn State,213,2020,Big Ten,9,5.3,4,5,2,3,2,2
Pittsburgh,221,2020,ACC,11,6.1,6,5,4,2,2,3
Purdue,2509,2020,Big Ten,6,1.2,2,4,1,3,1,1
Rice,242,2020,Conference USA,5,2.6,2,3,0,2,2,1
Rutgers,164,2020,Big Ten,9,2.0,3,6,0,5,3,1
San Diego State,21,2020,Mountain West,8,5.5,4,4,3,1,1,3
San José State,23,2020,Mountain West,8,5.4,7,1,4,0,2,0
SMU,2567,2020,American Athletic,10,6.2,7,3,3,1,4,2
South Alabama,6,2020,Sun Belt,11,3.9,4,7,2,4,2,3
South Carolina,2579,2020,SEC,10,2.7,2,8,1,4,1,4
Southern Mississippi,2572,2020,Conference USA,10,3.5,3,7,2,5,1,2
South Florida,58,2020,American Athletic,9,1.7,1,8,1,3,0,5
Stanford,24,2020,Pac-12,6,1.6,4,2,0,1,4,1
Syracuse,183,2020,ACC,11,1.4,1,10,1,5,0,5
TCU,2628,2020,Big 12,10,6.2,6,4,3,3,3,1
Temple,218,2020,American Athletic,7,1.0,1,6,1,2,0,4
Tennessee,2633,2020,SEC,10,3.3,3,7,1,4,2,3
Texas,251,2020,Big 12,10,6.3,7,3,3,2,3,0
Texas A&M,245,2020,SEC,10,8.4,9,1,4,0,4,1
Texas State,326,2020,Sun Belt,12,2.1,2,10,1,5,1,5
Texas Tech,2641,2020,Big 12,10,3.7,4,6,4,2,0,4
Toledo,2649,2020,Mid-American,6,4.0,4,2,2,1,2,1
Troy,2653,2020,Sun Belt,11,5.4,5,6,2,3,3,3
Tulane,2655,2020,American Athletic,12,5.6,6,6,3,2,3,3
Tulsa,202,2020,American Athletic,9,6.2,6,3,3,0,3,2
UAB,5,2020,Conference USA,9,7.4,6,3,3,1,3,2
UCF,2116,2020,American Athletic,10,6.4,6,4,2,2,4,1
UCLA,26,2020,Pac-12,7,5.3,3,4,2,2,1,2
UMass,113,2020,FBS Independents,4,0.0,0,4,0,0,0,4
UNLV,2439,2020,Mountain West,6,0.6,0,6,0,3,0,3
USC,30,2020,Pac-12,6,2.7,5,1,2,1,3,0
Utah,254,2020,Pac-12,5,3.7,3,2,2,1,1,1
Utah State,328,2020,Mountain West,6,1.0,1,5,1,3,0,2
UTEP,2638,2020,Conference USA,8,4.0,3,5,2,1,1,4
UT San Antonio,2636,2020,Conference USA,12,6.3,7,5,5,1,2,3
Vanderbilt,238,2020,SEC,9,1.1,0,9,0,5,0,4
Virginia,258,2020,ACC,10,4.3,5,5,5,1,0,4
Virginia Tech,259,2020,ACC,11,6.8,5,6,3,3,2,3
Wake Forest,154,2020,ACC,9,4.7,4,5,3,1,1,3
Washington,264,2020,Pac-12,4,2.6,3,1,3,1,0,0
Washington State,265,2020,Pac-12,4,0.7,1,3,0,1,1,2
Western Kentucky,98,2020,Conference USA,12,4.5,5,7,3,2,2,4
Western Michigan,2711,2020,Mid-American,6,4.6,4,2,2,1,2,1
West Virginia,277,2020,Big 12,10,5.2,6,4,5,0,0,4
Wisconsin,275,2020,Big Ten,7,4.8,4,3,2,1,1,2
Wyoming,2751,2020,Mountain West,6,3.1,2,4,1,1,1,3
Air Force,2005,2021,Mountain West,13,9.1,10,3,4,2,5,0
Akron,2006,2021,Mid-American,12,1.9,2,10,1,5,1,5
Alabama,333,2021,SEC,15,11.0,13,2,7,0,3,1
Appalachian State,2026,2021,Sun Belt,14,11.3,10,4,7,0,3,3
Arizona,12,2021,Pac-12,12,1.9,1,11,1,5,0,5
Arizona State,9,2021,Pac-12,13,9.2,8,5,6,1,2,3
Arkansas,8,2021,SEC,13,9.2,9,4,6,1,1,3
Arkansas State,2032,2021,Sun Belt,12,2.9,2,10,1,5,1,5
Army,349,2021,FBS Independents,13,10.0,9,4,5,2,2,2
Auburn,2,2021,SEC,13,6.3,6,7,4,3,2,3
Ball State,2050,2021,Mid-American,13,4.2,6,7,3,3,3,3
Baylor,239,2021,Big 12,14,10.2,12,2,7,0,3,2
Boise State,68,2021,Mountain West,12,6.6,7,5,3,3,4,2
Boston College,103,2021,ACC,12,6.4,6,6,3,3,3,3
Bowling Green,189,2021,Mid-American,12,3.0,4,8,2,4,2,4
Buffalo,2084,2021,Mid-American,12,4.4,4,8,2,4,2,4
BYU,252,2021,FBS Independents,13,8.3,10,3,5,1,4,1
California,25,2021,Pac-12,12,6.1,5,7,4,2,1,5
Central Michigan,2117,2021,Mid-American,13,8.3,9,4,5,1,3,3
Charlotte,2429,2021,Conference USA,12,3.2,5,7,4,2,1,5
Cincinnati,2132,2021,American Athletic,14,10.9,13,1,7,0,6,0
Clemson,228,2021,ACC,13,8.7,10,3,6,0,3,2
Coastal Carolina,324,2021,Sun Belt,13,9.5,11,2,6,1,4,1
Colorado,38,2021,Pac-12,12,3.2,4,8,4,2,0,5
Colorado State,36,2021,Mountain West,12,6.0,3,9,1,5,2,4
Connecticut,41,2021,FBS Independents,12,1.5,1,11,1,5,0,6
Duke,150,2021,ACC,12,4.1,3,9,3,4,0,5
East Carolina,151,2021,American Athletic,12,5.7,7,5,4,2,3,3
