name,team,year,games,wins,losses
Warren Giese,South Carolina,1957,10,5,5
Warren Giese,South Carolina,1958,10,7,3
Warren Giese,South Carolina,1959,10,6,4
Warren Giese,South Carolina,1960,10,3,6
Claude Gilbert,San Diego State,1973,11,9,1
Claude Gilbert,San Diego State,1974,11,8,2
Claude Gilbert,San Diego State,1975,11,8,3
Claude Gilbert,San Diego State,1976,11,10,1
Claude Gilbert,San Diego State,1977,11,10,1
Claude Gilbert,San Diego State,1978,11,4,7
Claude Gilbert,San Diego State,1979,11,8,3
Claude Gilbert,San Diego State,1980,12,4,8
Claude Gilbert,San José State,1984,11,6,5
Claude Gilbert,San José State,1985,11,2,8
Claude Gilbert,San José State,1986,12,10,2
Claude Gilbert,San José State,1987,12,10,2
Claude Gilbert,San José State,1988,12,4,8
Claude Gilbert,San José State,1989,11,6,5
Keith Gilbertson,California,1992,11,4,7
Keith Gilbertson,California,1993,13,9,4
Keith Gilbertson,California,1994,11,4,7
Keith Gilbertson,California,1995,11,3,8
Keith Gilbertson,Washington,2003,12,6,6
Keith Gilbertson,Washington,2004,11,1,10
Andrew Gill,Kentucky,1918,3,2,1
Andrew Gill,Kentucky,1919,8,3,4
Turner Gill,Buffalo,2006,12,2,10
Turner Gill,Buffalo,2007,12,5,7
Turner Gill,Buffalo,2008,14,8,6
Turner Gill,Buffalo,2009,12,5,7
Turner Gill,Kansas,2010,12,3,9
Turner Gill,Kansas,2011,12,2,10
Turner Gill,Liberty,2018,12,6,6
Sid Gillman,Cincinnati,1954,10,8,2
William Glassford,Nebraska,1949,9,4,5
William Glassford,Nebraska,1950,9,6,2
William Glassford,Nebraska,1951,10,1,8
William Glassford,Nebraska,1952,10,5,4
William Glassford,Nebraska,1953,10,3,6
William Glassford,Nebraska,1954,11,6,5
William Glassford,Nebraska,1955,10,5,5
Ralph Glaze,Baylor,1910,8,6,1
Ralph Glaze,Baylor,1911,9,3,4
Ralph Glaze,Baylor,1912,8,3,5
Ralph Glaze,Drake,1916,8,3,5
Ralph Glaze,Drake,1917,7,0,5
Ralph Glaze,Colorado Mines,1919,6,0,4
Ralph Glaze,Colorado Mines,1920,6,0,6
Joe Glenn,Wyoming,2003,12,4,8
Joe Glenn,Wyoming,2004,12,7,5
Joe Glenn,Wyoming,2005,11,4,7
Joe Glenn,Wyoming,2006,12,6,6
Joe Glenn,Wyoming,2007,12,5,7
Joe Glenn,Wyoming,2008,12,4,8
Marshall Glenn,West Virginia,1937,10,8,1
Marshall Glenn,West Virginia,1938,10,4,5
Marshall Glenn,West Virginia,1939,9,2,6
Ray Goff,Georgia,1989,12,6,6
Ray Goff,Georgia,1990,11,4,7
Ray Goff,Georgia,1991,12,9,3
Ray Goff,Georgia,1992,12,10,2
Ray Goff,Georgia,1993,11,5,6
Ray Goff,Georgia,1994,11,6,4
Ray Goff,Georgia,1995,12,6,6
Al Golden,Temple,2006,12,1,11
Al Golden,Temple,2007,12,4,8
Al Golden,Temple,2008,12,5,7
Al Golden,Temple,2009,13,9,4
Al Golden,Temple,2010,12,8,4
Al Golden,Miami,2011,12,6,6
Al Golden,Miami,2012,12,7,5
Al Golden,Miami,2013,13,9,4
Al Golden,Miami,2014,13,6,7
Al Golden,Miami,2015,7,4,3
Pop Golden,Penn State,1900,11,4,6
Pop Golden,Penn State,1901,8,5,3
Pop Golden,Penn State,1902,10,7,3
Fred Goldsmith,Rice,1989,11,2,8
Fred Goldsmith,Rice,1990,11,5,6
Fred Goldsmith,Rice,1991,11,4,7
Fred Goldsmith,Rice,1992,11,6,5
Fred Goldsmith,Rice,1993,11,6,5
Fred Goldsmith,Duke,1994,12,8,4
Fred Goldsmith,Duke,1995,11,3,8
Fred Goldsmith,Duke,1996,11,0,11
Fred Goldsmith,Duke,1997,11,2,9
Fred Goldsmith,Duke,1998,11,4,7
Alex Golesh,South Florida,2023,2,1,1
Danny Gonzales,New Mexico,2020,7,2,5
Danny Gonzales,New Mexico,2021,12,3,9
Danny Gonzales,New Mexico,2022,12,2,10
Danny Gonzales,New Mexico,2023,2,1,1
Alan Gooch,UCF,2003,2,0,2
Mike Gottfried,Cincinnati,1981,11,6,5
Mike Gottfried,Cincinnati,1982,11,6,5
Mike Gottfried,Kansas,1983,11,4,6
Mike Gottfried,Kansas,1984,11,5,6
Mike Gottfried,Kansas,1985,12,6,6
Mike Gottfried,Pittsburgh,1986,11,5,5
Mike Gottfried,Pittsburgh,1987,12,8,4
Mike Gottfried,Pittsburgh,1988,11,6,5
Mike Gottfried,Pittsburgh,1989,11,7,3
Doug Graber,Rutgers,1990,11,3,8
Doug Graber,Rutgers,1991,11,6,5
Doug Graber,Rutgers,1992,11,7,4
Doug Graber,Rutgers,1993,11,4,7
Doug Graber,Rutgers,1994,11,5,5
Doug Graber,Rutgers,1995,11,4,7
Dennis Grady,Northwestern,1913,7,1,6
Ralph Graham,Davidson,1906,7,3,2
Ralph Graham,Davidson,1907,6,4,1
Ralph Graham,Wichita State,1946,10,5,5
Ralph Graham,Wichita State,1947,11,7,4
Ralph Graham,Kansas State,1948,10,1,9
Ralph Graham,Kansas State,1949,10,2,8
Ralph Graham,Kansas State,1950,11,1,9
Todd Graham,Rice,2006,13,7,6
Todd Graham,Tulsa,2007,14,10,4
Todd Graham,Tulsa,2008,14,11,3
Todd Graham,Tulsa,2009,12,5,7
Todd Graham,Tulsa,2010,13,10,3
Todd Graham,Pittsburgh,2011,12,6,6
Todd Graham,Arizona State,2012,13,8,5
Todd Graham,Arizona State,2013,14,10,4
Todd Graham,Arizona State,2014,13,10,3
Todd Graham,Arizona State,2015,13,6,7
Todd Graham,Arizona State,2016,12,5,7
Todd Graham,Arizona State,2017,13,7,6
Todd Graham,Hawai'i,2020,9,5,4
Todd Graham,Hawai'i,2021,13,6,7
Everett Grandelius,Colorado,1959,10,5,5
Everett Grandelius,Colorado,1960,10,6,4
Everett Grandelius,Colorado,1961,11,9,2
D.V. Graves,Alabama,1911,9,5,2
D.V. Graves,Alabama,1912,9,5,3
D.V. Graves,Alabama,1913,9,6,3
Ernest Graves,Army,1906,1,1,0
Ernest Graves,Army,1912,8,5,3
Harmon Graves,Lehigh,1893,10,7,3
Harmon Graves,Army,1894,5,3,2
Harmon Graves,Army,1895,7,5,2
Ray Graves,Florida,1960,11,9,2
Ray Graves,Florida,1961,10,4,5
Ray Graves,Florida,1962,11,7,4
Ray Graves,Florida,1963,10,6,3
Ray Graves,Florida,1964,10,7,3
Ray Graves,Florida,1965,11,7,4
Ray Graves,Florida,1966,11,9,2
Ray Graves,Florida,1967,10,6,4
Ray Graves,Florida,1968,10,6,3
Ray Graves,Florida,1969,11,9,1
Tubby Graves,Texas A&M,1918,7,6,1
Dennis Green,Northwestern,1981,11,0,11
Dennis Green,Northwestern,1982,11,3,8
Dennis Green,Northwestern,1983,11,2,9
Dennis Green,Northwestern,1984,11,2,9
Dennis Green,Northwestern,1985,11,3,8
Dennis Green,Stanford,1989,11,3,8
Dennis Green,Stanford,1990,11,5,6
Dennis Green,Stanford,1991,12,8,4
Edward Green,North Carolina,1908,9,3,3
Jack Green,Vanderbilt,1963,10,1,7
Jack Green,Vanderbilt,1964,10,3,6
Jack Green,Vanderbilt,1965,10,2,7
Jack Green,Vanderbilt,1966,10,1,9
Vee Green,Drake,1933,10,6,3
Vee Green,Drake,1934,10,3,6
Vee Green,Drake,1935,10,4,4
Vee Green,Drake,1936,10,6,4
Vee Green,Drake,1937,10,8,2
Vee Green,Drake,1938,10,5,4
Vee Green,Drake,1939,10,5,5
Vee Green,Drake,1940,9,4,5
Vee Green,Drake,1941,10,4,5
Vee Green,Drake,1942,10,3,7
Vee Green,Drake,1944,9,7,2
Vee Green,Drake,1945,10,5,4
Vee Green,Drake,1946,9,2,6
Forrest Gregg,SMU,1989,11,2,9
Forrest Gregg,SMU,1990,11,1,10
Bob Gregory,Washington,2021,3,0,3
M. Griffin,Alabama,1900,5,2,3
Clarence Griffith,Colorado State,1902,6,1,3
John Griffith,Iowa,1909,7,2,4
John Griffith,Oklahoma State,1915,10,4,5
John Griffith,Oklahoma State,1916,8,4,4
Johnny Griffith,Georgia,1961,10,3,7
Johnny Griffith,Georgia,1962,10,3,4
Johnny Griffith,Georgia,1963,10,4,5
Jim Grobe,Ohio,1995,11,2,8
Jim Grobe,Ohio,1996,12,6,6
Jim Grobe,Ohio,1997,11,8,3
Jim Grobe,Ohio,1998,11,5,6
Jim Grobe,Ohio,1999,11,5,6
Jim Grobe,Ohio,2000,11,7,4
Jim Grobe,Wake Forest,2001,11,6,5
Jim Grobe,Wake Forest,2002,13,7,6
Jim Grobe,Wake Forest,2003,12,5,7
Jim Grobe,Wake Forest,2004,11,4,7
Jim Grobe,Wake Forest,2005,11,4,7
Jim Grobe,Wake Forest,2006,14,11,3
Jim Grobe,Wake Forest,2007,13,9,4
Jim Grobe,Wake Forest,2008,13,8,5
Jim Grobe,Wake Forest,2009,12,5,7
Jim Grobe,Wake Forest,2010,12,3,9
Jim Grobe,Wake Forest,2011,13,6,7
Jim Grobe,Wake Forest,2012,12,5,7
Jim Grobe,Wake Forest,2013,12,4,8
Jim Grobe,Baylor,2016,13,7,6
Al Groh,Wake Forest,1981,11,4,7
Al Groh,Wake Forest,1982,11,3,8
Al Groh,Wake Forest,1983,11,4,7
Al Groh,Wake Forest,1984,11,6,5
Al Groh,Wake Forest,1985,11,4,7
Al Groh,Wake Forest,1986,11,5,6
Al Groh,Virginia,2001,12,5,7
Al Groh,Virginia,2002,14,9,5
Al Groh,Virginia,2003,13,8,5
Al Groh,Virginia,2004,12,8,4
Al Groh,Virginia,2005,12,7,5
Al Groh,Virginia,2006,12,5,7
Al Groh,Virginia,2007,13,9,4
Al Groh,Virginia,2008,12,5,7
Al Groh,Virginia,2009,12,3,9
Arthur Guepe,Virginia,1946,9,4,4
Arthur Guepe,Virginia,1947,10,7,3
Arthur Guepe,Virginia,1948,9,5,3
Arthur Guepe,Virginia,1949,9,7,2
Arthur Guepe,Virginia,1950,10,8,2
Arthur Guepe,Virginia,1951,9,8,1
Arthur Guepe,Virginia,1952,10,8,2
Arthur Guepe,Vanderbilt,1953,10,3,7
Arthur Guepe,Vanderbilt,1954,9,2,7
Arthur Guepe,Vanderbilt,1955,11,8,3
Arthur Guepe,Vanderbilt,1956,10,5,5
Arthur Guepe,Vanderbilt,1957,10,5,3
Arthur Guepe,Vanderbilt,1958,10,5,2
Arthur Guepe,Vanderbilt,1959,10,5,3
Arthur Guepe,Vanderbilt,1960,10,3,7
Arthur Guepe,Vanderbilt,1961,10,2,8
Arthur Guepe,Vanderbilt,1962,10,1,9
Lance Guidry,Miami (OH),2010,1,1,0
Mike Gundy,Oklahoma State,2005,11,4,7
Mike Gundy,Oklahoma State,2006,13,7,6
Mike Gundy,Oklahoma State,2007,13,7,6
Mike Gundy,Oklahoma State,2008,13,9,4
Mike Gundy,Oklahoma State,2009,13,9,4
Mike Gundy,Oklahoma State,2010,13,11,2
Mike Gundy,Oklahoma State,2011,13,12,1
Mike Gundy,Oklahoma State,2012,13,8,5
Mike Gundy,Oklahoma State,2013,13,10,3
Mike Gundy,Oklahoma State,2014,13,7,6
Mike Gundy,Oklahoma State,2015,13,10,3
Mike Gundy,Oklahoma State,2016,13,10,3
Mike Gundy,Oklahoma State,2017,13,10,3
Mike Gundy,Oklahoma State,2018,13,7,6
Mike Gundy,Oklahoma State,2019,13,8,5
Mike Gundy,Oklahoma State,2020,11,8,3
Mike Gundy,Oklahoma State,2021,14,12,2
Mike Gundy,Oklahoma State,2022,13,7,6
Mike Gundy,Oklahoma State,2023,2,2,0
Andy Gustafson,Virginia Tech,1926,9,5,3
Andy Gustafson,Virginia Tech,1927,9,5,4
Andy Gustafson,Virginia Tech,1928,9,7,2
Andy Gustafson,Virginia Tech,1929,9,5,4
Andy Gustafson,Miami,1948,10,4,6
Andy Gustafson,Miami,1949,9,6,3
Andy Gustafson,Miami,1950,11,9,1
Andy Gustafson,Miami,1951,11,8,3
Andy Gustafson,Miami,1952,11,4,7
Andy Gustafson,Miami,1953,9,4,5
Andy Gustafson,Miami,1954,9,8,1
Andy Gustafson,Miami,1955,9,6,3
Andy Gustafson,Miami,1956,10,8,1
Andy Gustafson,Miami,1957,10,5,4
Andy Gustafson,Miami,1958,10,2,8
Andy Gustafson,Miami,1959,10,6,4
Andy Gustafson,Miami,1960,10,6,4
Andy Gustafson,Miami,1961,11,7,4
Andy Gustafson,Miami,1962,11,7,4
Andy Gustafson,Miami,1963,10,3,7
John Gutekunst,Minnesota,1986,12,6,6
John Gutekunst,Minnesota,1987,11,6,5
John Gutekunst,Minnesota,1988,11,2,7
John Gutekunst,Minnesota,1989,11,6,5
John Gutekunst,Minnesota,1990,11,6,5
John Gutekunst,Minnesota,1991,11,2,9
Brent Guy,Utah State,2005,11,3,8
Brent Guy,Utah State,2006,12,1,11
Brent Guy,Utah State,2007,12,2,10
Brent Guy,Utah State,2008,12,3,9
L. Gwinn,Mississippi State,1902,6,1,4
Paul Hackett,Pittsburgh,1990,11,3,7
Paul Hackett,Pittsburgh,1991,11,6,5
Paul Hackett,Pittsburgh,1992,11,3,8
Paul Hackett,USC,1998,13,8,5
Paul Hackett,USC,1999,12,6,6
Paul Hackett,USC,2000,12,5,7
T.D. Hackney,TCU,1919,8,1,7
Jeff Hafley,Boston College,2020,11,6,5
Jeff Hafley,Boston College,2021,12,6,6
Jeff Hafley,Boston College,2022,12,3,9
Jeff Hafley,Boston College,2023,2,1,1
Bo Hagan,Rice,1967,10,4,6
Bo Hagan,Rice,1968,10,0,9
Bo Hagan,Rice,1969,10,3,7
Bo Hagan,Rice,1970,10,5,5
Oscar Hagberg,Navy,1944,9,6,3
Oscar Hagberg,Navy,1945,9,7,1
Jack Hagerty,Georgetown,1932,9,2,6
Jack Hagerty,Georgetown,1933,8,1,6
Jack Hagerty,Georgetown,1934,8,4,3
Jack Hagerty,Georgetown,1935,8,4,4
Jack Hagerty,Georgetown,1936,9,6,2
Jack Hagerty,Georgetown,1937,8,2,4
Jack Hagerty,Georgetown,1938,8,8,0
Jack Hagerty,Georgetown,1939,8,7,0
Jack Hagerty,Georgetown,1940,10,8,2
Jack Hagerty,Georgetown,1941,9,5,4
Jack Hagerty,Georgetown,1942,9,5,3
Jack Hagerty,Georgetown,1946,8,5,3
Jack Hagerty,Georgetown,1947,8,3,4
Jack Hagerty,Georgetown,1948,8,3,4
Odell Haggins,Florida State,2017,2,2,0
Odell Haggins,Florida State,2019,4,2,2
Perry Hale,Ohio State,1902,10,6,2
Perry Hale,Ohio State,1903,11,8,3
A.P. Hall,Wake Forest,1908,5,1,4
Arthur Hall,Illinois,1907,5,3,2
Arthur Hall,Illinois,1908,7,5,1
Arthur Hall,Illinois,1909,7,5,2
Arthur Hall,Illinois,1910,7,7,0
Arthur Hall,Illinois,1911,7,4,2
Arthur Hall,Illinois,1912,7,3,3
Brandon Hall,Troy,2021,1,0,1
Cory Hall,Oregon State,2017,6,0,6
Dale Hall,Army,1959,9,4,4
Dale Hall,Army,1960,10,6,3
Dale Hall,Army,1961,10,6,4
E.K. Hall,Illinois,1892,14,9,3
E.K. Hall,Illinois,1893,8,3,2
Galen Hall,Florida,1985,11,9,1
Galen Hall,Florida,1986,11,6,5
Galen Hall,Florida,1987,12,6,6
Galen Hall,Florida,1988,12,7,5
Galen Hall,Florida,1989,5,4,1
Will Hall,Southern Mississippi,2021,12,3,9
Will Hall,Southern Mississippi,2022,13,7,6
Will Hall,Southern Mississippi,2023,2,1,1
James Halligan,UMass,1901,9,8,1
James Halligan,UMass,1902,7,2,3
James Halligan,UMass,1903,9,5,4
Curley Hallman,Southern Mississippi,1988,12,10,2
Curley Hallman,Southern Mississippi,1989,11,5,6
Curley Hallman,LSU,1991,11,5,6
Curley Hallman,LSU,1992,11,2,9
Curley Hallman,LSU,1993,11,5,6
Curley Hallman,LSU,1994,11,4,7
Thomas Hamilton,Navy,1934,9,8,1
Thomas Hamilton,Navy,1935,9,5,4
Thomas Hamilton,Navy,1936,9,6,3
Thomas Hamilton,Navy,1946,9,1,8
Thomas Hamilton,Navy,1947,9,1,7
Thomas Hamilton,Pittsburgh,1951,10,3,7
Thomas Hamilton,Pittsburgh,1954,6,4,2
Charles Hammett,Northwestern,1910,5,1,3
Charles Hammett,Northwestern,1911,7,3,4
Charles Hammett,Northwestern,1912,6,2,3
Thomas Hammock,Northern Illinois,2019,12,5,7
Thomas Hammock,Northern Illinois,2020,6,0,6
Thomas Hammock,Northern Illinois,2021,14,9,5
Thomas Hammock,Northern Illinois,2022,12,3,9
Thomas Hammock,Northern Illinois,2023,2,1,1
S.M. Hammond,Purdue,1896,7,4,2
S.M. Hammond,Lehigh,1897,10,3,7
T.S. Hammond,Ole Miss,1906,6,4,2
J.W. Hancock,Mississippi State,1927,8,5,3
J.W. Hancock,Mississippi State,1928,8,2,4
J.W. Hancock,Mississippi State,1929,8,1,5
J.W. Hancock,Northern Colorado,1932,7,4,2
J.W. Hancock,Northern Colorado,1933,7,4,3
J.W. Hancock,Northern Colorado,1934,7,6,1
J.W. Hancock,Northern Colorado,1935,7,4,3
J.W. Hancock,Northern Colorado,1936,9,5,4
J.W. Hancock,Northern Colorado,1937,8,2,6
Dick Hanley,Northwestern,1927,8,4,4
Dick Hanley,Northwestern,1928,8,5,3
Dick Hanley,Northwestern,1929,9,6,3
Dick Hanley,Northwestern,1930,8,7,1
Dick Hanley,Northwestern,1931,9,7,1
Dick Hanley,Northwestern,1932,8,3,4
Dick Hanley,Northwestern,1933,8,1,5
Dick Hanley,Northwestern,1934,8,3,5
Vic Hanson,Syracuse,1930,9,5,2
Vic Hanson,Syracuse,1931,9,7,1
Vic Hanson,Syracuse,1932,9,4,4
Vic Hanson,Syracuse,1933,8,4,4
Vic Hanson,Syracuse,1934,8,6,2
Vic Hanson,Syracuse,1935,8,6,1
Vic Hanson,Syracuse,1936,8,1,7
Jack Harbaugh,Western Michigan,1982,11,7,2
Jack Harbaugh,Western Michigan,1983,11,6,5
Jack Harbaugh,Western Michigan,1984,11,5,6
Jack Harbaugh,Western Michigan,1985,11,4,6
Jack Harbaugh,Western Michigan,1986,11,3,8
Jim Harbaugh,Stanford,2007,12,4,8
Jim Harbaugh,Stanford,2008,12,5,7
Jim Harbaugh,Stanford,2009,13,8,5
Jim Harbaugh,Stanford,2010,13,12,1
Jim Harbaugh,Michigan,2015,13,10,3
Jim Harbaugh,Michigan,2016,13,10,3
Jim Harbaugh,Michigan,2017,13,8,5
Jim Harbaugh,Michigan,2018,13,10,3
Jim Harbaugh,Michigan,2019,13,9,4
Jim Harbaugh,Michigan,2020,6,2,4
Jim Harbaugh,Michigan,2021,14,12,2
Jim Harbaugh,Michigan,2022,14,13,1
Jim Harbaugh,Michigan,2023,2,2,0
Lewie Hardage,Oklahoma,1932,9,4,4
Lewie Hardage,Oklahoma,1933,9,4,4
Lewie Hardage,Oklahoma,1934,9,3,4
Wayne Hardin,Navy,1959,10,5,4
Wayne Hardin,Navy,1960,11,9,2
Wayne Hardin,Navy,1961,10,7,3
Wayne Hardin,Navy,1962,10,5,5
Wayne Hardin,Navy,1963,11,9,2
Wayne Hardin,Navy,1964,10,3,6
Wayne Hardin,Temple,1971,9,6,2
Wayne Hardin,Temple,1972,9,5,4
Wayne Hardin,Temple,1973,10,9,1
Wayne Hardin,Temple,1974,10,8,2
Wayne Hardin,Temple,1975,11,6,5
Wayne Hardin,Temple,1976,10,4,6
Wayne Hardin,Temple,1977,11,5,5
Wayne Hardin,Temple,1978,11,7,3
Wayne Hardin,Temple,1979,12,10,2
Wayne Hardin,Temple,1980,11,4,7
Wayne Hardin,Temple,1981,10,5,5
Wayne Hardin,Temple,1982,11,4,7
Jack Harding,Miami,1937,9,4,4
Jack Harding,Miami,1938,10,8,2
Jack Harding,Miami,1939,10,5,5
Jack Harding,Miami,1940,10,3,7
Jack Harding,Miami,1941,10,8,2
Jack Harding,Miami,1942,9,7,2
Jack Harding,Miami,1945,11,9,1
Jack Harding,Miami,1946,10,8,2
Jack Harding,Miami,1947,10,2,7
Hank Hardwick,Navy,1937,9,4,4
Hank Hardwick,Navy,1938,9,4,3
Bill Hargiss,Oregon State,1918,6,2,4
Bill Hargiss,Oregon State,1919,9,4,4
Bill Hargiss,Kansas,1928,8,2,4
Bill Hargiss,Kansas,1929,8,4,4
Bill Hargiss,Kansas,1930,8,6,2
Bill Hargiss,Kansas,1931,10,5,5
Bill Hargiss,Kansas,1932,8,5,3
Jim Harkema,Eastern Michigan,1983,11,1,10
Jim Harkema,Eastern Michigan,1984,11,2,7
Jim Harkema,Eastern Michigan,1985,11,4,7
Jim Harkema,Eastern Michigan,1986,11,6,5
Jim Harkema,Eastern Michigan,1987,12,10,2
Jim Harkema,Eastern Michigan,1988,10,6,3
Jim Harkema,Eastern Michigan,1989,11,7,3
Jim Harkema,Eastern Michigan,1990,11,2,9
Jim Harkema,Eastern Michigan,1991,11,3,7
Jim Harkema,Eastern Michigan,1992,4,0,4
E.H. Harlan,Texas A&M,1915,8,6,2
E.H. Harlan,Texas A&M,1916,9,6,3
Dick Harlow,Penn State,1915,9,7,2
Dick Harlow,Penn State,1916,10,8,2
Dick Harlow,Penn State,1917,9,5,4
Dick Harlow,Colgate,1922,9,6,3
Dick Harlow,Colgate,1923,9,6,2
Dick Harlow,Colgate,1924,9,5,4
Dick Harlow,Colgate,1925,9,7,0
Dick Harlow,Harvard,1937,8,5,2
Dick Harlow,Harvard,1938,8,4,4
Dick Harlow,Harvard,1939,8,4,4
Dick Harlow,Harvard,1940,8,3,2
Dick Harlow,Harvard,1946,9,7,2
Dick Harlow,Harvard,1947,9,4,5
Harvey Harman,Pennsylvania,1931,9,6,3
Harvey Harman,Pennsylvania,1932,8,6,2
Harvey Harman,Pennsylvania,1933,7,2,4
Harvey Harman,Pennsylvania,1934,8,4,4
Harvey Harman,Pennsylvania,1935,8,4,4
Harvey Harman,Pennsylvania,1936,8,7,1
Harvey Harman,Pennsylvania,1937,8,2,5
Harvey Harman,Rutgers,1946,9,7,2
Harvey Harman,Rutgers,1947,9,8,1
Harvey Harman,Rutgers,1948,9,7,2
Harvey Harman,Rutgers,1949,9,6,3
Harvey Harman,Rutgers,1950,8,4,4
Harvey Harman,Rutgers,1951,8,4,4
Harvey Harman,Rutgers,1952,9,4,4
Harvey Harman,Rutgers,1953,8,2,6
Harvey Harman,Rutgers,1954,9,3,6
Harvey Harman,Rutgers,1955,8,3,5
Tom Harp,Cornell,1961,9,3,6
Tom Harp,Cornell,1962,9,4,5
Tom Harp,Cornell,1963,9,5,4
Tom Harp,Cornell,1964,9,3,5
Tom Harp,Cornell,1965,9,4,3
Tom Harp,Duke,1966,10,5,5
Tom Harp,Duke,1967,10,4,6
Tom Harp,Duke,1968,10,4,6
Tom Harp,Duke,1969,10,3,6
Tom Harp,Duke,1970,11,6,5
Tom Harp,Indiana State,1975,10,5,5
Tom Harp,Indiana State,1976,10,3,7
Tom Harp,Indiana State,1977,10,3,7
Jesse Harper,Notre Dame,1913,7,7,0
Jesse Harper,Notre Dame,1914,8,6,2
Jesse Harper,Notre Dame,1915,8,7,1
Jesse Harper,Notre Dame,1916,9,8,1
Jesse Harper,Notre Dame,1917,8,6,1
Tom Harper,Wake Forest,1972,11,2,9
Warren Harper,UTEP,1963,10,3,7
Warren Harper,UTEP,1964,10,0,8
Walt Harris,Pacific,1989,12,2,10
Walt Harris,Pacific,1990,11,4,7
Walt Harris,Pacific,1991,12,5,7
Walt Harris,Pittsburgh,1997,12,6,6
Walt Harris,Pittsburgh,1998,11,2,9
Walt Harris,Pittsburgh,1999,11,5,6
Walt Harris,Pittsburgh,2000,12,7,5
Walt Harris,Pittsburgh,2001,12,7,5
Walt Harris,Pittsburgh,2002,13,9,4
Walt Harris,Pittsburgh,2003,13,8,5
Walt Harris,Pittsburgh,2004,12,8,4
Walt Harris,Stanford,2005,11,5,6
Walt Harris,Stanford,2006,12,1,11
John Harrison,Minnesota,1899,11,6,3
Bryan Harsin,Arkansas State,2013,12,7,5
Bryan Harsin,Boise State,2014,14,12,2
Bryan Harsin,Boise State,2015,13,9,4
Bryan Harsin,Boise State,2016,13,10,3
Bryan Harsin,Boise State,2017,14,11,3
Bryan Harsin,Boise State,2018,13,10,3
Bryan Harsin,Boise State,2019,14,12,2
Bryan Harsin,Boise State,2020,7,5,2
Bryan Harsin,Auburn,2021,13,6,7
Bryan Harsin,Auburn,2022,8,3,5
C.J. Hart,BYU,1925,6,3,3
C.J. Hart,BYU,1926,7,1,5
C.J. Hart,BYU,1927,7,2,4
Dave Hart,Pittsburgh,1966,10,1,9
Dave Hart,Pittsburgh,1967,10,1,9
Dave Hart,Pittsburgh,1968,10,1,9
J.B. Hart,Texas,1902,10,6,3
Wayne Hart,Clemson,1916,9,3,6
Harry Hartsell,NC State,1917,9,6,2
Harry Hartsell,NC State,1921,9,3,3
Harry Hartsell,NC State,1922,10,4,6
Harry Hartsell,NC State,1923,10,3,7
G.H. Harvey,Alabama,1901,5,2,1
M.H. Harvey,Auburn,1902,2,0,2
M.H. Harvey,Ole Miss,1904,7,4,3
Ken Hatfield,Air Force,1979,11,2,9
Ken Hatfield,Air Force,1980,12,2,9
Ken Hatfield,Air Force,1981,11,4,7
Ken Hatfield,Air Force,1982,13,8,5
Ken Hatfield,Air Force,1983,12,10,2
Ken Hatfield,Arkansas,1984,12,7,4
Ken Hatfield,Arkansas,1985,12,10,2
Ken Hatfield,Arkansas,1986,12,9,3
Ken Hatfield,Arkansas,1987,13,9,4
Ken Hatfield,Arkansas,1988,12,10,2
Ken Hatfield,Arkansas,1989,12,10,2
Ken Hatfield,Clemson,1990,12,10,2
Ken Hatfield,Clemson,1991,12,9,2
Ken Hatfield,Clemson,1992,11,5,6
Ken Hatfield,Clemson,1993,11,8,3
Ken Hatfield,Rice,1994,11,5,6
Ken Hatfield,Rice,1995,11,2,8
Ken Hatfield,Rice,1996,11,7,4
Ken Hatfield,Rice,1997,11,7,4
Ken Hatfield,Rice,1998,11,5,6
Ken Hatfield,Rice,1999,11,5,6
Ken Hatfield,Rice,2000,11,3,8
Ken Hatfield,Rice,2001,12,8,4
Ken Hatfield,Rice,2002,11,4,7
Ken Hatfield,Rice,2003,12,5,7
Ken Hatfield,Rice,2004,11,3,8
Ken Hatfield,Rice,2005,11,1,10
Bobby Hauck,UNLV,2010,13,2,11
Bobby Hauck,UNLV,2011,12,2,10
Bobby Hauck,UNLV,2012,13,2,11
Bobby Hauck,UNLV,2013,13,7,6
Bobby Hauck,UNLV,2014,13,2,11
Percy Haughton,Cornell,1899,10,7,3
Percy Haughton,Cornell,1900,12,10,2
Percy Haughton,Harvard,1908,10,9,0
Percy Haughton,Harvard,1909,9,8,1
Percy Haughton,Harvard,1910,9,8,0
Percy Haughton,Harvard,1911,9,6,2
Percy Haughton,Harvard,1912,9,9,0
Percy Haughton,Harvard,1913,9,9,0
Percy Haughton,Harvard,1914,9,7,0
Percy Haughton,Harvard,1915,9,8,1
Percy Haughton,Harvard,1916,10,7,3
Percy Haughton,Columbia,1923,9,4,4
Percy Haughton,Columbia,1924,9,5,3
George Hauser,Colgate,1926,9,5,2
George Hauser,Colgate,1927,9,4,2
George Hauser,Minnesota,1942,9,5,4
George Hauser,Minnesota,1943,9,5,4
George Hauser,Minnesota,1944,9,5,3
Dan Hawkins,Boise State,2001,12,8,4
Dan Hawkins,Boise State,2002,13,12,1
Dan Hawkins,Boise State,2003,14,13,1
Dan Hawkins,Boise State,2004,12,11,1
Dan Hawkins,Boise State,2005,13,9,4
Dan Hawkins,Colorado,2006,12,2,10
Dan Hawkins,Colorado,2007,13,6,7
Dan Hawkins,Colorado,2008,12,5,7
